Date,port_rets_net,port_rets_gross,tc_drag
2014-03-04,0.00011597425496559508,0.00011597425496559508,0.0
2014-03-05,-0.0024423201501600784,-0.0024423201501600784,0.0
2014-03-06,-0.009857745380956472,-0.009857745380956472,0.0
2014-03-07,0.008571799758505727,0.008571799758505727,0.0
2014-03-10,0.005244270148280987,0.005244270148280987,0.0
2014-03-11,-0.004802162557415905,-0.004802162557415905,0.0
2014-03-12,-0.007004896461173112,-0.007004896461173112,0.0
2014-03-13,-0.0010457461265344424,-0.0010457461265344424,0.0
2014-03-14,-0.0021119779576476436,-0.0021119779576476436,0.0
2014-03-17,0.002187651997207529,0.002187651997207529,0.0
2014-03-18,0.001207000815549913,0.001207000815549913,0.0
2014-03-19,0.005979650060256883,0.005979650060256883,0.0
2014-03-20,0.0035225218462536017,0.0035225218462536017,0.0
2014-03-21,-0.0011262941363904377,-0.0011262941363904377,0.0
2014-03-24,-0.0009711980066972894,-0.0009711980066972894,0.0
2014-03-25,-0.001484074682493906,-0.001484074682493906,0.0
2014-03-26,0.0005064767141460457,0.0005064767141460457,0.0
2014-03-27,-0.004434495721329702,-0.004434495721329702,0.0
2014-03-28,0.004029692516592756,0.004029692516592756,0.0
2014-03-31,-0.0030041530946019386,-0.0030041530946019386,0.0
2014-04-01,-0.0016588437876498825,-0.0016588437876498825,0.0
2014-04-02,0.0020396966110738214,0.0020396966110738214,0.0
2014-04-03,-0.0008062680196167869,-0.0008062680196167869,0.0
2014-04-04,-0.004504507003037444,-0.004504507003037444,0.0
2014-04-07,0.0011871158245053443,0.0011871158245053443,0.0
2014-04-08,-0.007094802487377621,-0.007094802487377621,0.0
2014-04-09,0.004399343708100265,0.004399343708100265,0.0
2014-04-10,-0.001084109992397576,-0.001084109992397576,0.0
2014-04-11,0.0020322852930973606,0.0020322852930973606,0.0
2014-04-14,-0.0029769089722241323,-0.0029769089722241323,0.0
2014-04-15,0.002010615391516819,0.002010615391516819,0.0
2014-04-16,0.0039939842465891665,0.0039939842465891665,0.0
2014-04-17,0.0018610359804181317,0.0018610359804181317,0.0
2014-04-21,0.0039055280462676947,0.0039055280462676947,0.0
2014-04-22,-0.0036643612550097127,-0.0036643612550097127,0.0
2014-04-23,0.001921990334787418,0.001921990334787418,0.0
2014-04-24,-0.0022711315449868144,-0.0022711315449868144,0.0
2014-04-25,-0.0023937212467451123,-0.0023937212467451123,0.0
2014-04-28,0.001903772230147999,0.001903772230147999,0.0
2014-04-29,-0.0031273895556956995,-0.0031273895556956995,0.0
2014-04-30,0.0014953070174773852,0.0014953070174773852,0.0
2014-05-01,0.003697711796548336,0.003697711796548336,0.0
2014-05-02,-1.969391919656163e-05,-1.969391919656163e-05,0.0
2014-05-05,-0.0009669680948495318,-0.0009669680948495318,0.0
2014-05-06,-0.005245174057057942,-0.005245174057057942,0.0
2014-05-07,0.0015446940710529275,0.0015446940710529275,0.0
2014-05-08,-0.003270427969009784,-0.003270427969009784,0.0
2014-05-09,0.0032421643994711624,0.0032421643994711624,0.0
2014-05-12,0.00255113142392836,0.00255113142392836,0.0
2014-05-13,-0.0013302671208994697,-0.0013302671208994697,0.0
2014-05-14,-0.002657087782574231,-0.002657087782574231,0.0
2014-05-15,8.384469365711755e-05,8.384469365711755e-05,0.0
2014-05-16,0.0006057832224194808,0.0006057832224194808,0.0
2014-05-19,0.003689882342024422,0.003689882342024422,0.0
2014-05-20,0.0019496342458514245,0.0019496342458514245,0.0
2014-05-21,0.0023991119427788626,0.0023991119427788626,0.0
2014-05-22,-1.7804690982543272e-05,-1.7804690982543272e-05,0.0
2014-05-23,-0.0027521928596796925,-0.0027521928596796925,0.0
2014-05-27,0.00011265593922911508,0.00011265593922911508,0.0
2014-05-28,-0.004177554779878594,-0.004177554779878594,0.0
2014-05-29,0.00043801888017362987,0.00043801888017362987,0.0
2014-05-30,0.001756354538103,0.001756354538103,0.0
2014-06-02,0.0035490898396638637,0.0035490898396638637,0.0
2014-06-03,0.0019927567619523233,0.0019927567619523233,0.0
2014-06-04,0.002054867544232478,0.002054867544232478,0.0
2014-06-05,0.00359601533570105,0.00359601533570105,0.0
2014-06-06,-0.002272810093991446,-0.002272810093991446,0.0
2014-06-09,0.0004679868688527617,0.0004679868688527617,0.0
2014-06-10,-0.0019264228706181797,-0.0019264228706181797,0.0
2014-06-11,0.001466648712026381,0.001466648712026381,0.0
2014-06-12,-0.0005322385237949484,-0.0005322385237949484,0.0
2014-06-13,-5.0808236189597616e-05,-5.0808236189597616e-05,0.0
2014-06-16,0.001862889982597947,0.001862889982597947,0.0
2014-06-17,-0.0020657573819495996,-0.0020657573819495996,0.0
2014-06-18,0.0013349421922922915,0.0013349421922922915,0.0
2014-06-19,-0.015404732281743803,-0.015404732281743803,0.0
2014-06-20,-0.0028394860831031615,-0.0028394860831031615,0.0
2014-06-23,0.0008000489294416269,0.0008000489294416269,0.0
2014-06-24,0.0018601846819386331,0.0018601846819386331,0.0
2014-06-25,-0.001593158828950748,-0.001593158828950748,0.0
2014-06-26,-0.0002534232634914326,-0.0002534232634914326,0.0
2014-06-27,-0.0020745979381752064,-0.0020745979381752064,0.0
2014-06-30,0.006374130690844916,0.006374130690844916,0.0
2014-07-01,-0.0026011983634666508,-0.0026011983634666508,0.0
2014-07-02,-0.0005430954513181033,-0.0005430954513181033,0.0
2014-07-03,-0.0011879111630313834,-0.0011879111630313834,0.0
2014-07-07,0.0040378074091015626,0.0040378074091015626,0.0
2014-07-08,-7.723678226020315e-05,-7.723678226020315e-05,0.0
2014-07-09,0.0015917735994465572,0.0015917735994465572,0.0
2014-07-10,-0.003115672706845577,-0.003115672706845577,0.0
2014-07-11,0.006441545952392554,0.006441545952392554,0.0
2014-07-14,8.914718989138965e-05,8.914718989138965e-05,0.0
2014-07-15,0.002824718739302243,0.002824718739302243,0.0
2014-07-16,-0.0007848146719675556,-0.0007848146719675556,0.0
2014-07-17,-0.004787905411494766,-0.004787905411494766,0.0
2014-07-18,0.004729416031199525,0.004729416031199525,0.0
2014-07-21,-0.00014324098808547628,-0.00014324098808547628,0.0
2014-07-22,0.0020713605407897324,0.0020713605407897324,0.0
2014-07-23,-0.00039812878597039443,-0.00039812878597039443,0.0
2014-07-24,0.0015599592375885956,0.0015599592375885956,0.0
2014-07-25,0.0009395197161995229,0.0009395197161995229,0.0
2014-07-28,-0.0008958491372959274,-0.0008958491372959274,0.0
2014-07-29,0.004182560858517612,0.004182560858517612,0.0
2014-07-30,0.001238687853122388,0.001238687853122388,0.0
2014-07-31,0.0002525569074378199,0.0002525569074378199,0.0
2014-08-01,0.00137899888161334,0.00137899888161334,0.0
2014-08-04,-0.001202686507225398,-0.001202686507225398,0.0
2014-08-05,0.0008023853931668915,0.0008023853931668915,0.0
2014-08-06,-0.005411817588036623,-0.005411817588036623,0.0
2014-08-07,-0.0011972293958277802,-0.0011972293958277802,0.0
2014-08-08,0.004472119065601738,0.004472119065601738,0.0
2014-08-11,1.9314256772413755e-05,1.9314256772413755e-05,0.0
2014-08-12,0.0008994353693755032,0.0008994353693755032,0.0
2014-08-13,0.0002602772395868473,0.0002602772395868473,0.0
2014-08-14,0.0025086400337669826,0.0025086400337669826,0.0
2014-08-15,-0.00029995214753744215,-0.00029995214753744215,0.0
2014-08-18,0.003961286922162892,0.003961286922162892,0.0
2014-08-19,0.000792392811811237,0.000792392811811237,0.0
2014-08-20,0.002407342934614106,0.002407342934614106,0.0
2014-08-21,0.0007403299885593357,0.0007403299885593357,0.0
2014-08-22,-0.0007270396776334699,-0.0007270396776334699,0.0
2014-08-25,0.003661494586652987,0.003661494586652987,0.0
2014-08-26,-0.0009430508908488118,-0.0009430508908488118,0.0
2014-08-27,-0.0011026150709808925,-0.0011026150709808925,0.0
2014-08-28,-0.0029266099381886736,-0.0029266099381886736,0.0
2014-08-29,0.001671268201896355,0.001671268201896355,0.0
2014-09-02,0.006476309219670828,0.006476309219670828,0.0
2014-09-03,0.0029962961760590726,0.0029962961760590726,0.0
2014-09-04,-0.0007370820992555451,-0.0007370820992555451,0.0
2014-09-05,-0.0044808864421595615,-0.0044808864421595615,0.0
2014-09-08,0.005638262247331731,0.005638262247331731,0.0
2014-09-09,-0.001459133259788262,-0.001459133259788262,0.0
2014-09-10,0.0024198294847544077,0.0024198294847544077,0.0
2014-09-11,0.008373506733399719,0.008373506733399719,0.0
2014-09-12,0.0022775041075380436,0.0022775041075380436,0.0
2014-09-15,-0.003586990392225904,-0.003586990392225904,0.0
2014-09-16,-0.0013332654149362144,-0.0013332654149362144,0.0
2014-09-17,0.0058032681186948815,0.0058032681186948815,0.0
2014-09-18,0.0029011775302202995,0.0029011775302202995,0.0
2014-09-19,0.011449462022755562,0.011449462022755562,0.0
2014-09-22,0.005045342469683671,0.005045342469683671,0.0
2014-09-23,0.002276618424586818,0.002276618424586818,0.0
2014-09-24,-0.0027859461685243374,-0.0027859461685243374,0.0
2014-09-25,0.0026393754670681006,0.0026393754670681006,0.0
2014-09-26,0.0012305589834348484,0.0012305589834348484,0.0
2014-09-29,-0.0003273394872128757,-0.0003273394872128757,0.0
2014-09-30,0.008526446243980879,0.008526446243980879,0.0
2014-10-01,-0.000417687092788832,-0.000417687092788832,0.0
2014-10-02,-0.0036288653807488467,-0.0036288653807488467,0.0
2014-10-03,0.008832077855758767,0.008832077855758767,0.0
2014-10-06,-0.012103276177577565,-0.012103276177577565,0.0
2014-10-07,-0.0033114471226999113,-0.0033114471226999113,0.0
2014-10-08,-0.0012626217485360825,-0.0012626217485360825,0.0
2014-10-09,0.002749141469999244,0.002749141469999244,0.0
2014-10-10,0.0027963634059947964,0.0027963634059947964,0.0
2014-10-13,-0.0069096735098202276,-0.0069096735098202276,0.0
2014-10-14,0.0018912124506109964,0.0018912124506109964,0.0
2014-10-15,-0.002135834960118119,-0.002135834960118119,0.0
2014-10-16,-0.0019824311894505275,-0.0019824311894505275,0.0
2014-10-17,0.005023588328267337,0.005023588328267337,0.0
2014-10-20,-3.631918163172316e-05,-3.631918163172316e-05,0.0
2014-10-21,-0.003380464074043703,-0.003380464074043703,0.0
2014-10-22,0.003443911720139685,0.003443911720139685,0.0
2014-10-23,-0.0015510488968325175,-0.0015510488968325175,0.0
2014-10-24,0.0028792866856987044,0.0028792866856987044,0.0
2014-10-27,-0.002978470267589271,-0.002978470267589271,0.0
2014-10-28,-0.003311082925792886,-0.003311082925792886,0.0
2014-10-29,-0.0004484319710563525,-0.0004484319710563525,0.0
2014-10-30,0.0062181402376785145,0.0062181402376785145,0.0
2014-10-31,0.011559434531221172,0.011559434531221172,0.0
2014-11-03,0.004646140650039138,0.004646140650039138,0.0
2014-11-04,0.004257277032777758,0.004257277032777758,0.0
2014-11-05,0.007220297694885268,0.007220297694885268,0.0
2014-11-06,0.0021423274313872856,0.0021423274313872856,0.0
2014-11-07,-0.0016753028382121833,-0.0016753028382121833,0.0
2014-11-10,0.00037602693385992993,0.00037602693385992993,0.0
2014-11-11,-0.004489064749356328,-0.004489064749356328,0.0
2014-11-12,-0.0035473742608845282,-0.0035473742608845282,0.0
2014-11-13,-0.002050485261650267,-0.002050485261650267,0.0
2014-11-14,-0.007385925556196014,-0.007385925556196014,0.0
2014-11-17,0.005138008509511986,0.005138008509511986,0.0
2014-11-18,0.0009063449411531173,0.0009063449411531173,0.0
2014-11-19,0.006292787772257234,0.006292787772257234,0.0
2014-11-20,-0.004027216362925789,-0.004027216362925789,0.0
2014-11-21,0.0010031968010776407,0.0010031968010776407,0.0
2014-11-24,0.002726650980672931,0.002726650980672931,0.0
2014-11-25,-0.004764799796122331,-0.004764799796122331,0.0
2014-11-26,-0.0006452556078428656,-0.0006452556078428656,0.0
2014-11-28,0.01142010873260616,0.01142010873260616,0.0
2014-12-01,-0.018670364345671223,-0.018670364345671223,0.0
2014-12-02,0.006649745040503276,0.006649745040503276,0.0
2014-12-03,0.005737259939098679,0.005737259939098679,0.0
2014-12-04,-0.004087161296887972,-0.004087161296887972,0.0
2014-12-05,0.002715962534592779,0.002715962534592779,0.0
2014-12-08,-0.0015877340828620475,-0.0015877340828620475,0.0
2014-12-09,-0.00574939057746235,-0.00574939057746235,0.0
2014-12-10,-0.005029568917237931,-0.005029568917237931,0.0
2014-12-11,-3.381457604390687e-05,-3.381457604390687e-05,0.0
2014-12-12,-0.006931099310277978,-0.006931099310277978,0.0
2014-12-15,-0.001783019207345635,-0.001783019207345635,0.0
2014-12-16,-0.0032894990206597343,-0.0032894990206597343,0.0
2014-12-17,0.008769384033126007,0.008769384033126007,0.0
2014-12-18,0.0016083530666325136,0.0016083530666325136,0.0
2014-12-19,0.006988894270216144,0.006988894270216144,0.0
2014-12-22,0.003628755055437764,0.003628755055437764,0.0
2014-12-23,-0.0013705422171052081,-0.0013705422171052081,0.0
2014-12-24,0.004054842869760098,0.004054842869760098,0.0
2014-12-26,-0.0023991345021812153,-0.0023991345021812153,0.0
2014-12-29,0.0036589065089927208,0.0036589065089927208,0.0
2014-12-30,-0.0005278779392804168,-0.0005278779392804168,0.0
2014-12-31,0.007520212124013386,0.007520212124013386,0.0
2015-01-02,0.008402226841427149,0.008402226841427149,0.0
2015-01-05,0.007678431167932725,0.007678431167932725,0.0
2015-01-06,0.006215513978686972,0.006215513978686972,0.0
2015-01-07,0.004573536591776695,0.004573536591776695,0.0
2015-01-08,0.0014587531611360855,0.0014587531611360855,0.0
2015-01-09,-0.0025409824028305578,-0.0025409824028305578,0.0
2015-01-12,0.002725405331381287,0.002725405331381287,0.0
2015-01-13,0.001722773524953887,0.001722773524953887,0.0
2015-01-14,-0.002361886656935334,-0.002361886656935334,0.0
2015-01-15,-0.03608801376908605,-0.03608801376908605,0.0
2015-01-16,-0.0059997010830868894,-0.0059997010830868894,0.0
2015-01-20,0.010584055951995339,0.010584055951995339,0.0
2015-01-21,-0.008853221186061123,-0.008853221186061123,0.0
2015-01-22,0.012840401919815258,0.012840401919815258,0.0
2015-01-23,0.007959186657870763,0.007959186657870763,0.0
2015-01-26,0.00401154599667024,0.00401154599667024,0.0
2015-01-27,-0.005610705440405447,-0.005610705440405447,0.0
2015-01-28,0.008510994299064075,0.008510994299064075,0.0
2015-01-29,0.004698810762967838,0.004698810762967838,0.0
2015-01-30,-0.002427816098968468,-0.002427816098968468,0.0
2015-02-02,0.0022497415432796465,0.0022497415432796465,0.0
2015-02-03,-0.01161655655693176,-0.01161655655693176,0.0
2015-02-04,0.004872708434077378,0.004872708434077378,0.0
2015-02-05,-0.005716367633844737,-0.005716367633844737,0.0
2015-02-06,0.004775936503848164,0.004775936503848164,0.0
2015-02-09,-0.0012297119146461757,-0.0012297119146461757,0.0
2015-02-10,3.927969957282689e-05,3.927969957282689e-05,0.0
2015-02-11,0.0017316043385202698,0.0017316043385202698,0.0
2015-02-12,-0.008388208579320234,-0.008388208579320234,0.0
2015-02-13,-0.0021729302233407344,-0.0021729302233407344,0.0
2015-02-17,-0.000689733238293654,-0.000689733238293654,0.0
2015-02-18,-0.00025591928007850473,-0.00025591928007850473,0.0
2015-02-19,0.0016489918952543423,0.0016489918952543423,0.0
2015-02-20,-0.0006943276890983912,-0.0006943276890983912,0.0
2015-02-23,0.0029116224017636623,0.0029116224017636623,0.0
2015-02-24,0.0028107445385009183,0.0028107445385009183,0.0
2015-02-25,-0.003181740020156163,-0.003181740020156163,0.0
2015-02-26,0.01062493640650954,0.01062493640650954,0.0
2015-02-27,0.0006310229443884344,0.0006310229443884344,0.0
2015-03-02,-0.0004966219619916079,-0.0004966219619916079,0.0
2015-03-03,-0.0028311143981979026,-0.0028311143981979026,0.0
2015-03-04,-0.00036888139169493944,-0.00036888139169493944,0.0
2015-03-05,0.0025933219315079064,0.0025933219315079064,0.0
