Date,long_rets,short_rets
2013-05-01,0.0,0.0
2013-05-02,0.0,0.0
2013-05-03,0.0,0.0
2013-05-06,0.0,0.0
2013-05-07,0.0,0.0
2013-05-08,0.0,0.0
2013-05-09,0.0,0.0
2013-05-10,0.0,0.0
2013-05-13,0.0,0.0
2013-05-14,0.0,0.0
2013-05-15,0.0,0.0
2013-05-16,0.0,0.0
2013-05-17,0.0,0.0
2013-05-20,0.0,0.0
2013-05-21,0.0,0.0
2013-05-22,0.0,0.0
2013-05-23,0.0,0.0
2013-05-24,0.0,0.0
2013-05-28,0.0,0.0
2013-05-29,0.0,0.0
2013-05-30,0.0,0.0
2013-05-31,0.0,0.0
2013-06-03,0.0,0.0
2013-06-04,0.0,0.0
2013-06-05,0.0,0.0
2013-06-06,0.0,0.0
2013-06-07,0.0,0.0
2013-06-10,0.0,0.0
2013-06-11,0.0,0.0
2013-06-12,0.0,0.0
2013-06-13,0.0,0.0
2013-06-14,0.0,0.0
2013-06-17,0.0,0.0
2013-06-18,0.0,0.0
2013-06-19,0.0,0.0
2013-06-20,0.0,0.0
2013-06-21,0.0,0.0
2013-06-24,0.0,0.0
2013-06-25,0.0,0.0
2013-06-26,0.0,0.0
2013-06-27,0.0,0.0
2013-06-28,0.0,0.0
2013-07-01,0.0,0.0
2013-07-02,0.0,0.0
2013-07-03,0.0,0.0
2013-07-05,0.0,0.0
2013-07-08,0.0,0.0
2013-07-09,0.0,0.0
2013-07-10,0.0,0.0
2013-07-11,0.0,0.0
2013-07-12,0.0,0.0
2013-07-15,0.0,0.0
2013-07-16,0.0,0.0
2013-07-17,0.0,0.0
2013-07-18,0.0,0.0
2013-07-19,0.0,0.0
2013-07-22,0.0,0.0
2013-07-23,0.0,0.0
2013-07-24,0.0,0.0
2013-07-25,0.0,0.0
2013-07-26,0.0,0.0
2013-07-29,0.0,0.0
2013-07-30,0.0,0.0
2013-07-31,0.0,0.0
2013-08-01,0.0,0.0
2013-08-02,0.0,0.0
2013-08-05,0.0,0.0
2013-08-06,0.0,0.0
2013-08-07,0.0,0.0
2013-08-08,0.0,0.0
2013-08-09,0.0,0.0
2013-08-12,0.0,0.0
2013-08-13,0.0,0.0
2013-08-14,0.0,0.0
2013-08-15,0.0,0.0
2013-08-16,0.0,0.0
2013-08-19,0.0,0.0
2013-08-20,0.0,0.0
2013-08-21,0.0,0.0
2013-08-22,0.0,0.0
2013-08-23,0.0,0.0
2013-08-26,0.0,0.0
2013-08-27,0.0,0.0
2013-08-28,0.0,0.0
2013-08-29,0.0,0.0
2013-08-30,0.0,0.0
2013-09-03,0.0,0.0
2013-09-04,0.0,0.0
2013-09-05,0.0,0.0
2013-09-06,0.0,0.0
2013-09-09,0.0,0.0
2013-09-10,0.0,0.0
2013-09-11,0.0,0.0
2013-09-12,0.0,0.0
2013-09-13,0.0,0.0
2013-09-16,0.0,0.0
2013-09-17,0.0,0.0
2013-09-18,0.0,0.0
2013-09-19,0.0,0.0
2013-09-20,0.0,0.0
2013-09-23,0.0,0.0
2013-09-24,0.0,0.0
2013-09-25,0.0,0.0
2013-09-26,0.0,0.0
2013-09-27,0.0,0.0
2013-09-30,0.0,0.0
2013-10-01,0.0,0.0
2013-10-02,0.0,0.0
2013-10-03,0.0,0.0
2013-10-04,0.0,0.0
2013-10-07,0.0,0.0
2013-10-08,0.0,0.0
2013-10-09,0.0,0.0
2013-10-10,0.0,0.0
2013-10-11,0.0,0.0
2013-10-14,0.0,0.0
2013-10-15,0.0,0.0
2013-10-16,0.0,0.0
2013-10-17,0.0,0.0
2013-10-18,0.0,0.0
2013-10-21,0.0,0.0
2013-10-22,0.0,0.0
2013-10-23,0.0,0.0
2013-10-24,0.0,0.0
2013-10-25,0.0,0.0
2013-10-28,0.0,0.0
2013-10-29,0.0,0.0
2013-10-30,0.0,0.0
2013-10-31,0.0,0.0
2013-11-01,0.0,0.0
2013-11-04,0.0,0.0
2013-11-05,0.0,0.0
2013-11-06,0.0,0.0
2013-11-07,0.0,0.0
2013-11-08,0.0,0.0
2013-11-11,0.0,0.0
2013-11-12,0.0,0.0
2013-11-13,0.0,0.0
2013-11-14,0.0,0.0
2013-11-15,0.0,0.0
2013-11-18,0.0,0.0
2013-11-19,0.0,0.0
2013-11-20,0.0,0.0
2013-11-21,0.0,0.0
2013-11-22,0.0,0.0
2013-11-25,0.0,0.0
2013-11-26,0.0,0.0
2013-11-27,0.0,0.0
2013-11-29,0.0,0.0
2013-12-02,0.0,0.0
2013-12-03,0.0,0.0
2013-12-04,0.0,0.0
2013-12-05,0.0,0.0
2013-12-06,0.0,0.0
2013-12-09,0.0,0.0
2013-12-10,0.0,0.0
2013-12-11,0.0,0.0
2013-12-12,0.0,0.0
2013-12-13,0.0,0.0
2013-12-16,0.0,0.0
2013-12-17,0.0,0.0
2013-12-18,0.0,0.0
2013-12-19,0.0,0.0
2013-12-20,0.0,0.0
2013-12-23,0.0,0.0
2013-12-24,0.0,0.0
2013-12-26,0.0,0.0
2013-12-27,0.0,0.0
2013-12-30,0.0,0.0
2013-12-31,0.0,0.0
2014-01-02,0.0,0.0
2014-01-03,-0.0012835947046515054,-0.006322410810869263
2014-01-06,0.0005202337521195144,-0.003662810661814648
2014-01-07,-0.00029833779613954033,0.007797006672498621
2014-01-08,-0.0012699844565607582,0.005985288664079282
2014-01-09,0.00028318818144447996,0.004422438006074049
2014-01-10,0.0016564928080515485,-0.009062890712527876
2014-01-13,0.00026002846282995225,-0.005814638559744886
2014-01-14,0.0003822740464319693,0.006042322988610819
2014-01-15,-0.0005866876457291232,0.0035658895170489493
2014-01-16,0.0003489996077768494,-0.002300494840237476
2014-01-17,-0.0007263154628925314,0.0027826435212590047
2014-01-21,0.0010029231776346728,0.0028209377072122613
2014-01-22,0.0005479992967134535,0.002946137420201958
2014-01-23,0.002286322868930958,-0.0057281582916571955
2014-01-24,-0.00028408399742570537,-0.002721692003814173
2014-01-27,-0.0006516334286846777,0.002502623984178799
2014-01-28,0.0011086945796049302,0.0013302591268404753
2014-01-29,0.0011192824180800269,-0.0007297394711463342
2014-01-30,-0.0018846068431722597,0.0019880795589061924
2014-01-31,-0.00041767093151448916,-0.005254045039589161
2014-02-03,-0.00030905353801117863,-0.008608047354432432
2014-02-04,9.033165848639673e-05,-0.015325416536132392
2014-02-05,-0.0007219789034932748,-0.0051876100346521115
2014-02-06,0.0007164499256259799,0.003868004871506508
2014-02-07,0.0014900475361600955,-0.004114979726175155
2014-02-10,-0.00025774329580893903,-0.002461033266233108
2014-02-11,0.0003494440889996605,-0.002457687851258295
2014-02-12,-0.0006236609265706283,-0.0029396278533982984
2014-02-13,0.0025176308932850612,-0.0030116610971088423
2014-02-14,0.0008633299938427313,-0.01038613819838033
2014-02-18,0.001064120446101862,-0.014444819006727588
2014-02-19,-0.0004984700435159889,-0.0012596944221563802
2014-02-20,2.5154964757660733e-05,-0.003935445672888358
2014-02-21,0.000558696128617573,0.003824664147837353
2014-02-24,-8.077623294495582e-05,-0.009071071958881278
2014-02-25,0.0005309886036020592,-0.002735542844650006
2014-02-26,0.00018553524939426006,0.009715101376924483
2014-02-27,0.0005610856400788534,0.0035325479947103796
2014-02-28,0.0014188558732847994,-0.005036652692408204
2014-03-03,-0.0005905855335874234,-0.020467079359134
2014-03-04,-0.0004920215483055047,0.0006079958032710998
2014-03-05,-0.0004996282491069498,-0.0019426919010531289
2014-03-06,0.0009028117815856098,-0.010760557162542081
2014-03-07,-0.000577611344705636,0.009149411103211361
2014-03-10,-0.0005592176844468945,0.005803487832727881
2014-03-11,-0.0006505530774472821,-0.004151609479968623
2014-03-12,0.0005090541565375736,-0.007513950617710685
2014-03-13,-0.00039904608413394033,-0.000646700042400502
2014-03-14,0.00041688237034852874,-0.0025288603279961727
2014-03-17,-0.0002497658779721796,0.0024374178751797077
2014-03-18,0.0006430375818064409,0.0005639632337434714
2014-03-19,-0.002771731369279159,0.008751381429536043
2014-03-20,-0.00026624261038568,0.0037887644566392815
2014-03-21,0.00030782408148105644,-0.001434118217871494
2014-03-24,-1.2076949815319062e-05,-0.0009591210568819701
2014-03-25,0.0003273228995812767,-0.0018113975820751827
2014-03-26,0.0006958649865520829,-0.00018938827240603726
2014-03-27,-0.00014134992806464497,-0.004293145793265057
2014-03-28,0.0004119418502851073,0.0036177506663076483
2014-03-31,0.000775126051950827,-0.0037792791465527656
2014-04-01,-0.000847914725245981,-0.0008109290624039014
2014-04-02,-0.001426722307537462,0.0034664189186112836
2014-04-03,-0.00031462641217637114,-0.0004916416074404157
2014-04-04,0.0011068780618141002,-0.005611385064851544
2014-04-07,0.0008479607176582079,0.00033915510684713645
2014-04-08,0.0027884269889110144,-0.009883229476288636
2014-04-09,0.0019050476148759713,0.0024942960932242937
2014-04-10,0.000341625851688062,-0.001425735844085638
2014-04-11,-0.0012042274659006568,0.0032365127589980176
2014-04-14,0.00011583719868105705,-0.0030927461709051897
2014-04-15,-0.00035115220934003053,0.002361767600856849
2014-04-16,0.0003149078659581431,0.0036790763806310235
2014-04-17,8.539770279437393e-05,0.0017756382776237577
2014-04-21,-0.000772284318854975,0.004677812365122669
2014-04-22,0.000421848834443391,-0.004086210089453103
2014-04-23,0.00037598577107051355,0.0015460045637169042
2014-04-24,0.00032037662502352223,-0.0025915081700103367
2014-04-25,-0.0003293261535777575,-0.002064395093167355
2014-04-28,0.0001541454370763715,0.0017496267930716275
2014-04-29,0.00022390274992658415,-0.003351292305622283
2014-04-30,0.001025493853850536,0.0004698131636268492
2014-05-01,-0.00033369715228891107,0.004031408948837247
2014-05-02,0.00019199189315714958,-0.0002116858123537113
2014-05-05,0.00011820264618451873,-0.0010851707410340504
2014-05-06,0.0010122598162238794,-0.00625743387328182
2014-05-07,0.0002328386739376666,0.001311855397115261
2014-05-08,-0.0008514337294173854,-0.002418994239592399
2014-05-09,-0.0016746848260457631,0.0049168492255169255
2014-05-12,0.00017244007332474712,0.002378691350603613
2014-05-13,7.581718411282096e-05,-0.0014060843050122908
2014-05-14,0.0001596105527534929,-0.0028166983353277233
2014-05-15,-4.571528500493426e-05,0.0001295599786620517
2014-05-16,0.00016919993181946716,0.0004365832906000136
2014-05-19,0.0004522464701658532,0.003237635871858569
2014-05-20,5.8244074763984303e-05,0.0018913901710874402
2014-05-21,0.0004252031869074576,0.0019739087558714053
2014-05-22,-0.0005615005546085359,0.0005436958636259926
2014-05-23,-0.0005315934587349348,-0.0022205994009447585
2014-05-27,-0.0002343325839245702,0.0003469885231536854
2014-05-28,-0.0010117306988376561,-0.0031658240810409385
2014-05-29,0.0005654007875132922,-0.00012738190733966193
2014-05-30,0.0003937819571656665,0.0013625725809373334
2014-06-02,-0.001563677081858633,0.005112766921522497
2014-06-03,-0.0003131947457092176,0.0023059515076615414
2014-06-04,-0.0007043687234414646,0.002759236267673942
2014-06-05,0.0033845814722548023,0.00021143386344624768
2014-06-06,0.001977047406655197,-0.004249857500646642
2014-06-09,-0.0017725312323245528,0.0022405181011773143
2014-06-10,-0.0018384656747519627,-8.795719586621696e-05
2014-06-11,2.0571789391072952e-05,0.0014460769226353083
2014-06-12,0.0016310384541844344,-0.0021632769779793832
2014-06-13,0.000888927392138745,-0.0009397356283283424
2014-06-16,0.0007210418336911042,0.0011418481489068428
2014-06-17,-0.0023794332598205013,0.0003136758778709017
2014-06-18,0.003976945892016236,-0.0026420036997239446
2014-06-19,0.0010931865644257066,-0.01649791884616951
2014-06-20,3.986990718781195e-05,-0.002879355990290974
2014-06-23,0.0007264611896498151,7.358773979181164e-05
2014-06-24,-6.072150124312741e-05,0.0019209061831817606
2014-06-25,0.0017529921774024518,-0.0033461510063531996
2014-06-26,0.0005013333937933643,-0.0007547566572847969
2014-06-27,0.0007451640083187529,-0.0028197619464939592
2014-06-30,0.0008440859750585215,0.005530044715786394
2014-07-01,-0.0007502122826493259,-0.0018509860808173246
2014-07-02,-0.0004560644125425714,-8.7031038775532e-05
2014-07-03,-0.0007238931272080835,-0.0004640180358232998
2014-07-07,-0.00037738659625192897,0.004415194005353491
2014-07-08,0.0008235278438692474,-0.0009007646261294506
2014-07-09,0.00016858373537409908,0.0014231898640724582
2014-07-10,-0.001300747629934226,-0.0018149250769113508
2014-07-11,0.0004836232815771405,0.005957922670815413
2014-07-14,-0.0002563819952650564,0.0003455291851564462
2014-07-15,-0.0006957962196864137,0.0035205149589886565
2014-07-16,-0.0002120315433487492,-0.0005727831286188062
2014-07-17,-0.0003683836698729706,-0.004419521741621794
2014-07-18,0.00036644550945376603,0.0043629705217457584
2014-07-21,-0.00012046536736791424,-2.2775620717562037e-05
2014-07-22,4.117382455959826e-05,0.002030186716230134
2014-07-23,0.0011995828062661752,-0.0015977115922365696
2014-07-24,-0.0006329293903370687,0.002192888627925664
2014-07-25,7.85831706878743e-06,0.000931661399130735
2014-07-28,-0.0008726535475437323,-2.3195589752194858e-05
2014-07-29,-0.0006215411903835813,0.004804102048901193
2014-07-30,-0.0018391034464177547,0.0030777912995401434
2014-07-31,-0.001587020379267694,0.0018395772867055135
2014-08-01,0.00018607382388145235,0.0011929250577318877
2014-08-04,0.0027584872107199046,-0.003961173717945303
2014-08-05,-0.0013809919859812335,0.0021833773791481246
2014-08-06,0.0011575830222208896,-0.0065694006102575125
2014-08-07,-0.0015918957903735568,0.0003946663945457766
2014-08-08,-0.0001981502202796126,0.004670269285881349
2014-08-11,0.001468817757285449,-0.0014495035005130347
2014-08-12,-0.0004939879229009217,0.0013934232922764248
2014-08-13,-0.0003085077445123671,0.0005687849840992144
2014-08-14,0.0016806513654788703,0.0008279886682881126
2014-08-15,0.0024950872151579175,-0.00279503936269536
2014-08-18,-0.0002766964562552612,0.0042379833784181534
2014-08-19,-0.003046756971162765,0.003839149782974001
2014-08-20,-0.002540581328201309,0.0049479242628154155
2014-08-21,0.0009786668838224462,-0.0002383368952631103
2014-08-22,3.689634934970465e-05,-0.0007639360269831746
2014-08-25,0.0002298654883817432,0.003431629098271244
2014-08-26,0.00057731673782957,-0.0015203676286783816
2014-08-27,0.002555019828903395,-0.0036576348998842876
2014-08-28,0.0008351609897890631,-0.0037617709279777365
2014-08-29,-0.00030616571102963974,0.001977433912925995
2014-09-02,-0.004799854742522505,0.011276163962193332
2014-09-03,0.0007093716373196279,0.0022869245387394446
2014-09-04,-0.005217415632179597,0.0044803335329240525
2014-09-05,0.0001906798895720947,-0.004671566331731656
2014-09-08,-0.004170862602737282,0.009809124850069012
2014-09-09,-0.0024468043001447176,0.0009876710403564559
2014-09-10,-0.0007472425276097986,0.003167072012364206
2014-09-11,-0.0008439844905421476,0.009217491223941866
2014-09-12,-0.0029693142287190505,0.005246818336257094
2014-09-15,-0.0003563716310234315,-0.0032306187612024724
2014-09-16,0.0007798728957119112,-0.002113138310648126
2014-09-17,-0.0015116526354050476,0.00731492075409993
2014-09-18,0.0013067930703378713,0.0015943844598824283
2014-09-19,0.0018314528224490402,0.009618009200306522
2014-09-22,0.0011388694169433742,0.003906473052740298
2014-09-23,0.0005051123881910264,0.001771506036395792
2014-09-24,-0.002269736894337811,-0.0005162092741865268
2014-09-25,0.00019848869367015856,0.0024408867733979422
2014-09-26,-0.002482360914521512,0.0037129198979563597
2014-09-29,-0.0002777088840089712,-4.963060320390441e-05
2014-09-30,0.00026985088779672706,0.008256595356184152
2014-10-01,0.004852760115868366,-0.0052704472086571984
2014-10-02,-0.0005570971924060578,-0.003071768188342789
2014-10-03,-0.0006432758270184627,0.009475353682777226
2014-10-06,0.0017756800479134974,-0.013878956225491063
2014-10-07,0.0014929349283879343,-0.004804382051087845
2014-10-08,0.002849849859667764,-0.004112471608203846
2014-10-09,-0.0020340568368787644,0.004783198306878009
2014-10-10,-0.00020582328288943497,0.003002186688884232
2014-10-13,0.0008822155013714933,-0.00779188901119172
2014-10-14,0.0016140856630853572,0.00027712678752563947
2014-10-15,0.002197889945400794,-0.004333724905518914
2014-10-16,-0.0006528745179166912,-0.0013295566715338363
2014-10-17,0.0001568780084945859,0.0048667103197727515
2014-10-20,0.0017648408717117114,-0.0018011600533434347
2014-10-21,-0.00027587653082900763,-0.0031045875432146952
2014-10-22,-0.0010772024683784048,0.004521114188518089
2014-10-23,-0.0013856307726608339,-0.00016541812417168375
2014-10-24,0.0005424124947955753,0.002336874190903129
2014-10-27,0.0004068366865848787,-0.0033853069541741497
2014-10-28,-0.00037295249147499586,-0.00293813043431789
2014-10-29,-0.0020580398502843926,0.00160960787922804
2014-10-30,0.00030784599876167813,0.005910294238916836
2014-10-31,-0.000884302374552654,0.012443736905773826
2014-11-03,-0.0012546199509516581,0.005900760600990796
2014-11-04,0.0002871361628250911,0.003970140869952667
2014-11-05,-0.0003349581006043935,0.007555255795489662
2014-11-06,-0.0001707670423712602,0.0023130944737585458
2014-11-07,0.002556864126748583,-0.0042321669649607666
2014-11-10,-0.002415180797359376,0.0027912077312193064
2014-11-11,-0.00024432174636393906,-0.004244743002992389
2014-11-12,-0.0002917108664536525,-0.0032556633944308758
2014-11-13,-0.0008139482547597782,-0.0012365370068904888
2014-11-14,0.000857178624995166,-0.008243104181191181
2014-11-17,-8.265669061137946e-05,0.005220665200123365
2014-11-18,0.00031582898364149046,0.0005905159575116267
2014-11-19,-0.0006530689813959386,0.006945856753653171
2014-11-20,0.0017819998355676344,-0.005809216198493424
2014-11-21,0.0013268297495468968,-0.00032363294846925596
2014-11-24,-3.2033339379732755e-05,0.002758684320052663
2014-11-25,0.002034965710052614,-0.006799765506174945
2014-11-26,0.0010052588827180334,-0.0016505144905608986
2014-11-28,-0.0006211228719732755,0.012041231604579436
2014-12-01,-0.0030885331404486207,-0.015581831205222604
2014-12-02,-0.0018097669747376395,0.008459512015240915
2014-12-03,-0.00018566228548574687,0.005922922224584426
2014-12-04,0.0012447702749175213,-0.005331931571805493
2014-12-05,-0.0024703403389587115,0.00518630287355149
2014-12-08,-8.050011671338706e-07,-0.0015869290816949136
2014-12-09,0.0007190740739102969,-0.006468464651372647
2014-12-10,-0.00040139555924277126,-0.0046281733579951615
2014-12-11,-0.0010341880371986902,0.0010003734611547836
2014-12-12,0.0002654743079638442,-0.007196573618241823
2014-12-15,-0.001695580378007352,-8.743882933828296e-05
2014-12-16,0.0003112466626943437,-0.003600745683354078
2014-12-17,0.0014127353047365657,0.007356648728389441
2014-12-18,0.0006384826512584795,0.0009698704153740342
2014-12-19,0.0015361442295597151,0.005452750040656429
2014-12-22,0.00018971223906370376,0.00343904281637406
2014-12-23,-0.0026000267653547237,0.0012294845482495158
2014-12-24,0.0008672184060821326,0.003187624463677965
2014-12-26,-3.240955188994879e-05,-0.002366724950291267
2014-12-29,0.00099722166743522,0.0026616848415575013
2014-12-30,0.00035237106312448657,-0.0008802490024049031
2014-12-31,-0.001025779799964342,0.008545991923977727
2015-01-02,0.001106740987888382,0.007295485853538768
2015-01-05,0.001885211736605183,0.005793219431327543
2015-01-06,0.0024142521865631716,0.003801261792123801
2015-01-07,0.0009877770055467603,0.003585759586229934
2015-01-08,-0.0011408047583738277,0.0025995579195099133
2015-01-09,0.0019230635837411986,-0.004464045986571756
2015-01-12,0.0003780138295305046,0.0023473915018507826
2015-01-13,4.349666083196778e-05,0.0016792768641219196
2015-01-14,0.0014088881974764931,-0.003770774854411827
2015-01-15,0.0025105477904735847,-0.03859856155955964
2015-01-16,-0.0026031706121032224,-0.003396530470983667
2015-01-20,0.00031440341988964117,0.010269652532105697
2015-01-21,-0.001141846988307935,-0.007711374197753188
2015-01-22,-0.0010307563215269896,0.013871158241342248
2015-01-23,0.0022553089352069285,0.0057038777226638354
2015-01-26,-0.0007499088432965542,0.004761454839966794
2015-01-27,0.0009132576805594517,-0.006523963120964898
2015-01-28,0.002484004539898864,0.00602698975916521
2015-01-29,-0.0014830328519770792,0.006181843614944916
2015-01-30,0.0032461495126289604,-0.0056739656115974285
2015-02-02,-0.0006961131616920935,0.0029458547049717393
2015-02-03,-0.0009493146193375024,-0.010667241937594258
2015-02-04,-0.0007820876991847274,0.005654796133262105
2015-02-05,-0.0001305573290303526,-0.005585810304814385
2015-02-06,-0.0035313136266018324,0.008307250130449997
2015-02-09,0.00032656658314357057,-0.0015562784977897462
2015-02-10,-0.0018475635236336867,0.0018868432232065138
2015-02-11,-0.00018972229515215247,0.0019213266336724224
2015-02-12,0.0012702815948045976,-0.009658490174124833
2015-02-13,-0.00017556207833141854,-0.0019973681450093156
2015-02-17,-0.0020202640786168933,0.0013305308403232389
2015-02-18,0.001422802529856074,-0.001678721809934579
2015-02-19,-0.001268511682830501,0.0029175035780848436
2015-02-20,1.551984537567266e-05,-0.000709847534474064
2015-02-23,0.0008791611970660697,0.0020324612046975924
2015-02-24,0.0026603618266258524,0.00015038271187506555
2015-02-25,0.00033133875763523236,-0.0035130787777913953
2015-02-26,-0.001760694028131076,0.012385630434640615
2015-02-27,0.0014556223284600141,-0.0008245993840715793
2015-03-02,-0.003375679712641715,0.002879057750650107
2015-03-03,-0.0009339715325341229,-0.0018971428656637797
2015-03-04,-0.0006461374557907212,0.00027725606409578145
2015-03-05,-0.00035213910716717765,0.002945461038675084
2015-03-06,-0.005344886385584749,0.01024732439637139
2015-03-09,0.0008256177226268956,0.0015968498218795991
2015-03-10,-0.00094736266145814,0.005548560588614475
2015-03-11,0.0005105012255823213,0.005514535837445736
2015-03-12,0.0009700374594641633,0.0006551991215310195
2015-03-13,-0.0017251906036887129,0.008350089552236059
2015-03-16,0.00010942351768389238,-0.0029920251965493082
2015-03-17,-1.560022178741493e-05,0.00033672036384932923
2015-03-18,0.008399326591300302,-0.017118759591231818
2015-03-19,-0.004142391474536589,0.014832448414680833
2015-03-20,0.004386910727792612,-0.011607317514404658
2015-03-23,0.0018072881025815888,-0.005108901131245946
2015-03-24,0.0016296575352823498,0.0020714893044544145
2015-03-25,-0.00133932828278428,-0.001882804037303813
2015-03-26,-0.0024444670846662468,-4.3789062476921664e-05
2015-03-27,0.0018985507978846326,0.003888172813792498
2015-03-30,-0.00024329314221885828,0.006444862398312211
2015-03-31,0.0003524929605837167,0.0007780412052424075
2015-04-01,0.0024933426022550505,-0.0022688661525368144
2015-04-02,-0.00042765188939587826,-0.004865245657554302
2015-04-06,0.0010342240923727048,-0.003278734552401186
2015-04-07,0.000956006740338319,0.002513983238347989
2015-04-08,3.6247031786353525e-05,0.0031717312996179846
2015-04-09,-0.0016410481238629884,0.0045345832436920926
2015-04-10,0.00037711697995497436,-0.0013738541009703004
2015-04-13,0.00013914466736292068,0.006407752031676229
2015-04-14,0.0007070031598405684,-0.005396742742049997
2015-04-15,0.0009062964172946191,-0.003120161815105783
2015-04-16,9.637277356635976e-05,-0.0061844087919069035
2015-04-17,0.00021122922319251472,0.0006608883902176039
2015-04-20,-0.00098578315590791,0.0037949920066719196
2015-04-21,-0.00045052615083083505,0.002251925221313754
2015-04-22,-0.002185389453566407,0.0010314459171783157
2015-04-23,0.0014348517366248401,-0.007015898720516474
2015-04-24,0.001288728040141394,-0.001912065115280111
2015-04-27,0.00024927280504540396,0.003300845373703617
2015-04-28,-0.0020029104577388387,-0.005660458039649144
2015-04-29,-0.0021173657046822812,-0.004935394943840458
2015-04-30,0.00028840614123521,0.002268203278302458
2015-05-01,-0.001012820023473441,0.007356609473203872
2015-05-04,-0.0010603517912468404,0.0013540200679693416
2015-05-05,-0.0006115929219768605,-0.005732547309601332
2015-05-06,-0.001985827814553955,-0.005568548620160275
2015-05-07,0.0007143292741846026,0.005160497599120432
2015-05-08,0.0031119610702820986,-0.004425671038027058
2015-05-11,-0.004086424264977372,0.0007466875571672662
2015-05-12,-0.0003307929645185255,-0.005281945349263577
2015-05-13,-0.00022617766212255287,-0.005822756076698465
2015-05-14,0.0020568671889352537,-0.003127096381551292
2015-05-15,0.0024940256006815856,0.0011481120648900928
2015-05-18,-0.002505691330226645,0.005521326578168424
2015-05-19,-0.002552490819154388,0.01038376418699759
2015-05-20,0.00040960116477881976,0.0022427794192063383
2015-05-21,0.0024490676671380857,-0.003948339318844805
2015-05-22,-0.0008347204036183169,0.008590625534973728
2015-05-26,0.0009753142768816953,0.011849628517559684
2015-05-27,0.00028334384478459246,0.002916040769785413
2015-05-28,-0.000183103021238688,0.0007636809261599517
2015-05-29,0.00034334741230479656,-0.0007502696371226066
2015-06-01,-0.001810370657147604,0.0030078349003056703
2015-06-02,-0.001695675197761105,-0.01330854660874578
2015-06-03,-0.0027542035178544076,0.0027400004500053735
2015-06-04,0.00015274852229149317,5.5388605405403725e-05
2015-06-05,-0.0026612053146141353,0.008753265720352243
2015-06-08,0.00013055982190445347,-0.013219513530273504
2015-06-09,-0.0011164618499728421,-0.006461218292707812
2015-06-10,-0.0010538170120395199,-0.005936157995215568
2015-06-11,0.0024509032159083168,0.00980936742275897
2015-06-12,-0.0005975326278347242,0.003702083449363865
2015-06-15,-0.0015010731924050573,0.0009534703130615687
2015-06-16,0.0015261055679618924,-0.0011384444117637771
2015-06-17,0.0005524900538487334,-0.0021665421953917163
2015-06-18,0.0007350758321955251,-0.0002740212252052318
2015-06-19,0.0001963898874100706,0.0018446160722516928
2015-06-22,-0.0016761856658626196,-0.0008909804092050514
2015-06-23,0.0001327626003398964,0.0003669589265455002
2015-06-24,0.0007351422366183528,-0.0007973776836739592
2015-06-25,-0.0010190925382039119,-0.00461148566824073
